id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
22493312,8505967,Alexander,Pankow,Prenzlauer Berg Südwest,52.540413,13.413951,Private room,75.000000,2,0,1,0
22500999,165077669,Waltraud,Charlottenburg-Wilm.,Düsseldorfer Straße,52.495586,13.307046,Entire home/apt,75.000000,3,5,1,255
22710215,148833633,Samuel,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.488979,13.398495,Entire home/apt,75.000000,2,18,1,341
22786085,53411338,Adi,Neukölln,Schillerpromenade,52.482544,13.424558,Entire home/apt,75.000000,3,36,3,52
23117874,86911160,Jan,Neukölln,Neuköllner Mitte/Zentrum,52.482880,13.427727,Entire home/apt,75.000000,4,1,1,0
23228645,13882255,Corina,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.501980,13.382419,Entire home/apt,75.000000,2,0,1,0
23274490,108025548,Baharbin,Charlottenburg-Wilm.,Mierendorffplatz,52.525295,13.303269,Entire home/apt,75.000000,2,7,6,64
23314254,8912086,René,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.485760,13.326285,Entire home/apt,75.000000,60,0,26,63
23349053,89057986,Birgit,Pankow,Prenzlauer Berg Südwest,52.540707,13.411198,Entire home/apt,75.000000,2,3,7,0
23402108,9078683,Beate,Pankow,Prenzlauer Berg Nordwest,52.547523,13.400889,Entire home/apt,75.000000,60,1,1,101
23414270,134681466,Gary,Pankow,Prenzlauer Berg Südwest,52.530655,13.406534,Private room,75.000000,2,38,1,41
23519915,62523702,Maximilian,Mitte,Moabit West,52.528370,13.317039,Private room,75.000000,1,1,1,0
23568669,765157,Henk,Mitte,Alexanderplatz,52.528629,13.383790,Entire home/apt,75.000000,22,1,1,310
23607960,76906838,Björn,Pankow,Prenzlauer Berg Nord,52.552841,13.418457,Entire home/apt,75.000000,2,0,1,0
23678876,6867454,Sarah,Neukölln,Schillerpromenade,52.475067,13.419883,Entire home/apt,75.000000,2,6,1,12
23838917,20758180,Adam,Pankow,Helmholtzplatz,52.544174,13.416822,Entire home/apt,75.000000,3,5,1,0
23848408,178292287,Lucie,Pankow,Helmholtzplatz,52.541866,13.422026,Entire home/apt,75.000000,4,19,2,115
23885727,45526721,Benjamin,Treptow - Köpenick,Alt  Treptow,52.490295,13.443587,Entire home/apt,75.000000,3,10,1,0
23937878,48155013,Christine,Tempelhof - Schöneberg,Tempelhof,52.475361,13.383412,Entire home/apt,75.000000,2,13,1,15
23983541,16367187,Jule,Mitte,Wedding Zentrum,52.539757,13.356937,Private room,75.000000,2,15,1,51
24418209,21882411,Askin,Charlottenburg-Wilm.,Kantstraße,52.508556,13.307809,Entire home/apt,75.000000,1,12,1,113
25305953,322337,Camilla,Mitte,Brunnenstr. Süd,52.534641,13.404072,Entire home/apt,75.000000,2,2,1,251
25374579,191582566,Leah,Neukölln,Reuterstraße,52.490360,13.433441,Entire home/apt,75.000000,1,8,1,190
25546798,164321,Res,Lichtenberg,Neu Lichtenberg,52.503063,13.477828,Entire home/apt,75.000000,9,2,1,45
25566809,1210739,TRIO Apartment Hotel,Marzahn - Hellersdorf,Marzahn-Süd,52.518993,13.525694,Entire home/apt,75.000000,1,0,17,354
25760843,193611541,C.,Pankow,Prenzlauer Berg Südwest,52.532082,13.410373,Private room,75.000000,2,3,1,0
26001190,2772102,Renata,Neukölln,Rixdorf,52.472027,13.453434,Entire home/apt,75.000000,4,1,1,256
26027083,157801890,Wasim,Treptow - Köpenick,Allende-Viertel,52.443119,13.585736,Entire home/apt,75.000000,1,0,4,89
26074877,2840022,Ashley,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.515976,13.471542,Private room,75.000000,3,1,2,7
26081870,195751094,Ava,Marzahn - Hellersdorf,Hellersdorf-Nord,52.542397,13.628079,Entire home/apt,75.000000,6,6,1,359
26465510,5298701,Carlotta,Mitte,Brunnenstr. Süd,52.539581,13.404365,Entire home/apt,75.000000,4,5,1,28
26515183,14536255,Thomas,Pankow,Helmholtzplatz,52.544098,13.420707,Entire home/apt,75.000000,4,13,1,20
26705666,200794512,Knut,Tempelhof - Schöneberg,Schöneberg-Süd,52.482056,13.360057,Entire home/apt,75.000000,7,1,1,0
26903988,17012831,Annika,Mitte,Brunnenstr. Süd,52.532642,13.390047,Entire home/apt,75.000000,2,6,1,19
26938407,38938476,Anh,Mitte,Brunnenstr. Süd,52.537300,13.397883,Private room,75.000000,1,6,1,28
27187316,204713450,Alice,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.523975,13.452218,Entire home/apt,75.000000,3,13,1,56
27296259,58821479,Carlo,Pankow,Prenzlauer Berg Süd,52.531582,13.432228,Private room,75.000000,2,4,1,180
27298692,83594010,Cemre,Mitte,Alexanderplatz,52.522198,13.383261,Entire home/apt,75.000000,7,0,2,60
27322410,24925963,Liza,Neukölln,Reuterstraße,52.481468,13.439164,Entire home/apt,75.000000,2,2,2,0
27401033,21719117,İmdat,Tempelhof - Schöneberg,Schöneberg-Nord,52.493618,13.362250,Private room,75.000000,1,0,1,0
27646863,42053648,Tolga,Charlottenburg-Wilm.,Düsseldorfer Straße,52.496861,13.325118,Private room,75.000000,2,5,1,168
27709750,209199458,Annette & Burkhard,Charlottenburg-Wilm.,Charlottenburg Nord,52.538979,13.281949,Entire home/apt,75.000000,5,3,1,281
27986547,55536182,Artur,Mitte,Osloer Straße,52.553513,13.391745,Private room,75.000000,1,5,1,89
28118883,25954669,Manuela,Mitte,Brunnenstr. Süd,52.534374,13.380637,Entire home/apt,75.000000,2,4,1,105
28144532,23904144,Katarina,Mitte,Regierungsviertel,52.512363,13.380321,Entire home/apt,75.000000,30,0,15,265
28351208,7181627,Annette,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.489761,13.409384,Entire home/apt,75.000000,2,8,1,229
28484847,180653807,Christina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.525532,13.453277,Entire home/apt,75.000000,3,6,1,316
28488614,45055865,Martin,Mitte,Regierungsviertel,52.508484,13.403022,Entire home/apt,75.000000,3,0,1,3
28507667,67948085,Jan,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.498367,13.422967,Entire home/apt,75.000000,6,2,1,0
28575851,14605883,Rene,Pankow,Prenzlauer Berg Nordwest,52.554024,13.407468,Private room,75.000000,2,0,1,342
28809934,20755196,Nysh,Tempelhof - Schöneberg,Schöneberg-Süd,52.486103,13.364302,Entire home/apt,75.000000,2,4,1,0
28949232,1102530,Lisa,Mitte,Brunnenstr. Nord,52.550938,13.379822,Private room,75.000000,2,0,2,4
29115867,36110684,Karin,Tempelhof - Schöneberg,Mariendorf,52.422737,13.401415,Entire home/apt,75.000000,3,0,1,340
29608087,17212144,Line Grue,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509007,13.468537,Private room,75.000000,3,1,1,7
29679995,64166708,María Del Mar,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.518612,13.430257,Entire home/apt,75.000000,60,0,6,269
29800844,96131733,Matthias,Pankow,Prenzlauer Berg Süd,52.533073,13.421106,Entire home/apt,75.000000,7,0,1,41
29810573,52220520,Hannah,Pankow,Helmholtzplatz,52.543121,13.418198,Entire home/apt,75.000000,7,0,1,30
174579,833995,Ilona,Mitte,Alexanderplatz,52.509056,13.415563,Entire home/apt,76.000000,60,81,4,0
279344,1456872,Dot,Mitte,Brunnenstr. Süd,52.530132,13.404398,Private room,76.000000,2,42,1,365
2118068,308441,Amit,Mitte,Alexanderplatz,52.531494,13.379738,Entire home/apt,76.000000,4,140,3,304
3798560,19508651,Julia,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.500401,13.431689,Entire home/apt,76.000000,5,7,1,0
4706844,4265820,Liz And Hanna,Lichtenberg,Rummelsburger Bucht,52.500118,13.479428,Entire home/apt,76.000000,3,7,1,0
5032741,1135888,Anna,Pankow,Prenzlauer Berg Süd,52.531395,13.421921,Entire home/apt,76.000000,61,10,7,67
6551324,15602434,Finn,Mitte,Tiergarten Süd,52.503872,13.358068,Entire home/apt,76.000000,60,7,2,291
6739153,15374223,Larissa,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.495876,13.473292,Entire home/apt,76.000000,3,4,1,0
6938218,1989616,Constanze,Treptow - Köpenick,Alt  Treptow,52.490669,13.443949,Entire home/apt,76.000000,4,3,1,0
9540190,7597460,Christian,Pankow,Prenzlauer Berg Süd,52.537880,13.428202,Entire home/apt,76.000000,3,12,1,328
11103200,57668375,Merlin,Mitte,Alexanderplatz,52.525158,13.399298,Private room,76.000000,3,10,1,0
14999599,88135942,Lina,Mitte,Moabit West,52.529560,13.333529,Entire home/apt,76.000000,61,6,3,273
15229038,88135942,Lina,Mitte,Moabit West,52.527580,13.336850,Entire home/apt,76.000000,3,16,3,130
26244936,7801989,Sandra,Pankow,Prenzlauer Berg Nord,52.551456,13.423452,Entire home/apt,76.000000,2,16,1,164
912787,4898134,Emmanuel-Nico,Neukölln,Reuterstraße,52.486683,13.431893,Entire home/apt,77.000000,3,290,1,270
1103355,6059472,Hannelore,Spandau,Wilhelmstadt,52.521374,13.190238,Private room,77.000000,1,13,2,364
3974304,20549237,Carsten,Tempelhof - Schöneberg,Schöneberg-Süd,52.482460,13.362004,Entire home/apt,77.000000,3,171,1,270
5456595,9426291,Brian,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.488270,13.328362,Entire home/apt,77.000000,3,24,1,0
7765869,18830428,Resi,Mitte,Alexanderplatz,52.504807,13.416467,Entire home/apt,77.000000,2,8,1,0
10037904,10464825,Margó,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.501324,13.427041,Entire home/apt,77.000000,4,10,1,0
15739553,36506319,Nadine,Pankow,Prenzlauer Berg Südwest,52.540512,13.412734,Private room,77.000000,60,0,1,364
16216270,6112045,Annika,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.489819,13.413079,Entire home/apt,77.000000,2,31,1,11
17073761,75968237,Caro,Pankow,Prenzlauer Berg Südwest,52.530380,13.407700,Private room,77.000000,20,6,2,142
18135638,8352102,Stefan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.502956,13.372670,Entire home/apt,77.000000,2,10,1,113
19513500,29013815,Carola,Reinickendorf,West 1,52.573647,13.272243,Entire home/apt,77.000000,180,0,1,130
20575425,94764655,Marian,Pankow,Prenzlauer Berg Ost,52.537777,13.435383,Entire home/apt,77.000000,1,14,1,0
26227873,23904144,Katarina,Mitte,Regierungsviertel,52.511757,13.379379,Entire home/apt,77.000000,30,0,15,296
28021629,31391167,Göki,Mitte,Osloer Straße,52.556606,13.396677,Private room,77.000000,1,1,2,5
682637,3478314,Lisa,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.488865,13.394163,Entire home/apt,78.000000,2,20,1,2
6649437,8494342,Inka,Pankow,Prenzlauer Berg Südwest,52.529568,13.409021,Entire home/apt,78.000000,1,2,1,0
7720080,3432794,Taylor,Neukölln,Reuterstraße,52.484791,13.439063,Entire home/apt,78.000000,3,4,1,0
14185039,35046583,Tom,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.494915,13.435051,Entire home/apt,78.000000,14,25,3,163
15367964,2436675,Alexandra,Mitte,Alexanderplatz,52.524937,13.404415,Entire home/apt,78.000000,4,12,1,0
16042715,4030995,Ines,Charlottenburg-Wilm.,Barstraße,52.487919,13.319347,Entire home/apt,78.000000,2,18,1,313
18502588,68622662,Sali,Neukölln,Schillerpromenade,52.476635,13.424158,Entire home/apt,78.000000,2,2,1,0
21416373,27990621,Yannick,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.491802,13.435460,Entire home/apt,78.000000,4,2,1,0
23823410,49688650,Maryam,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.516575,13.427660,Entire home/apt,78.000000,3,28,1,167
24031184,16651316,Ada,Lichtenberg,Neu Lichtenberg,52.502655,13.481336,Entire home/apt,78.000000,3,6,1,78
26092156,196114479,Linh & Max,Neukölln,Rixdorf,52.474331,13.456320,Private room,78.000000,2,4,1,35
28432988,214644316,Ana,Mitte,Alexanderplatz,52.530270,13.380875,Private room,78.000000,1,7,1,96
29625092,180635843,Philipp,Pankow,Pankow Zentrum,52.579048,13.427076,Entire home/apt,78.000000,1,0,1,54
29696197,12831548,Martin,Neukölln,Schillerpromenade,52.474487,13.426325,Entire home/apt,78.000000,2,0,4,152
29701362,12831548,Martin,Neukölln,Schillerpromenade,52.483883,13.423526,Entire home/apt,78.000000,2,0,4,105
192052,929943,Reineldis & Fabian,Mitte,Brunnenstr. Süd,52.529404,13.393274,Entire home/apt,79.000000,2,212,3,6
245827,1289393,Hille,Mitte,Regierungsviertel,52.511547,13.400528,Entire home/apt,79.000000,2,67,2,291
517990,98130,Samuel,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.490253,13.395124,Entire home/apt,79.000000,7,0,1,0
550621,2706150,Rolf,Pankow,Prenzlauer Berg Südwest,52.534576,13.411294,Entire home/apt,79.000000,1,2,1,0
680999,961411,Howy,Mitte,Brunnenstr. Süd,52.529755,13.396809,Entire home/apt,79.000000,3,62,2,335
768466,4054170,Kai,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.514309,13.309969,Entire home/apt,79.000000,3,41,1,309
803960,4231374,Jeanette,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491390,13.413052,Entire home/apt,79.000000,1,359,1,215
812449,4271173,Christian,Mitte,Brunnenstr. Süd,52.533550,13.402319,Entire home/apt,79.000000,5,16,1,0
829241,4346302,Katarina,Pankow,Prenzlauer Berg Süd,52.532906,13.434113,Entire home/apt,79.000000,11,23,1,310
1626236,8645793,Wassilij,Charlottenburg-Wilm.,Barstraße,52.485954,13.316765,Entire home/apt,79.000000,3,94,3,175
2098124,10692949,Suites & More,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.489857,13.376536,Entire home/apt,79.000000,2,167,3,83
2598705,7171019,Vanja,Pankow,Prenzlauer Berg Süd,52.532578,13.434391,Entire home/apt,79.000000,5,56,1,65
3942465,893723,Veli,Mitte,Alexanderplatz,52.505672,13.417943,Entire home/apt,79.000000,4,83,1,39
4268845,22160980,Sten,Pankow,Weißensee,52.552494,13.455175,Entire home/apt,79.000000,3,4,1,0
4854453,5497851,Alexander,Mitte,Moabit Ost,52.521790,13.345304,Entire home/apt,79.000000,14,8,1,0
5656926,20510377,Nadine,Neukölln,Reuterstraße,52.490700,13.434728,Entire home/apt,79.000000,2,5,1,0
5674063,29422041,Stefan,Pankow,Prenzlauer Berg Südwest,52.536781,13.421493,Entire home/apt,79.000000,1,11,1,279
6427854,33263166,Doreen,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.515388,13.454919,Shared room,79.000000,2,10,1,284
6486128,33847457,Benjamin,Neukölln,Neuköllner Mitte/Zentrum,52.481239,13.428153,Entire home/apt,79.000000,1,216,3,357
6488461,33907001,Benedikt,Neukölln,Schillerpromenade,52.477077,13.420918,Entire home/apt,79.000000,1,197,1,363
6640822,9697453,Berliner,Pankow,Prenzlauer Berg Süd,52.532413,13.430953,Entire home/apt,79.000000,4,25,1,1
6857271,35935420,Gerd & Lena,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.494785,13.400925,Entire home/apt,79.000000,2,147,1,77
7209725,27793478,Adriano,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.521790,13.448718,Entire home/apt,79.000000,3,11,1,0
7337068,25890912,Dominique,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.487171,13.381351,Private room,79.000000,4,81,1,51
7400611,34006291,Trajan,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.519131,13.455071,Entire home/apt,79.000000,5,2,1,0
7773309,35801799,Johanna,Pankow,Prenzlauer Berg Nord,52.548210,13.429355,Entire home/apt,79.000000,5,1,1,0
8041776,15954962,Frank,Neukölln,Schillerpromenade,52.480072,13.424808,Entire home/apt,79.000000,3,141,1,326
9010083,2501428,Frans,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.507206,13.464618,Entire home/apt,79.000000,3,74,1,274
9760769,25993140,Oliver,Pankow,Prenzlauer Berg Nordwest,52.553520,13.400596,Entire home/apt,79.000000,1,24,1,54
9915929,50981635,Anna,Mitte,Alexanderplatz,52.527271,13.405848,Entire home/apt,79.000000,1,167,1,324
9971604,51240142,Bernadette,Mitte,Alexanderplatz,52.526909,13.388441,Private room,79.000000,1,0,1,0
10736361,8250486,Singer Hostel Berlin,Mitte,Alexanderplatz,52.516293,13.424625,Private room,79.000000,1,12,43,254
11302253,2293972,Philipp,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.514244,13.460429,Entire home/apt,79.000000,1,142,30,342
11445636,12770743,Signe,Mitte,Brunnenstr. Süd,52.528667,13.388323,Entire home/apt,79.000000,1,1,1,0
12977091,8413680,Bojana,Mitte,Alexanderplatz,52.536255,13.374929,Private room,79.000000,1,25,1,0
13124070,4045883,Simone,Mitte,Brunnenstr. Süd,52.532555,13.394713,Private room,79.000000,3,8,1,179
13182999,8912086,René,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.485943,13.327634,Entire home/apt,79.000000,60,1,26,152
13633957,7105319,Maximilian,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510319,13.455744,Entire home/apt,79.000000,5,1,1,0
13685563,16364190,Julia,Reinickendorf,West 1,52.576088,13.270195,Entire home/apt,79.000000,1,5,1,0
13852123,40195311,Rita,Pankow,Blankenfelde/Niederschönhausen,52.589893,13.404427,Entire home/apt,79.000000,1,4,2,286
15780047,59420773,Jana,Pankow,Weißensee,52.552616,13.431299,Entire home/apt,79.000000,14,0,1,0
16401216,24861887,Thomas,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.505432,13.465258,Private room,79.000000,3,0,1,246
17195217,102461,Trudy,Neukölln,Neuköllner Mitte/Zentrum,52.485859,13.424307,Entire home/apt,79.000000,4,33,9,77
17790678,43423519,Gaëlle,Mitte,Brunnenstr. Süd,52.528969,13.390871,Private room,79.000000,2,91,1,19
18698064,129989222,Hannah,Tempelhof - Schöneberg,Tempelhof,52.455688,13.379151,Entire home/apt,79.000000,4,16,1,25
18937575,37574200,Sebastian,Charlottenburg-Wilm.,Kurfürstendamm,52.501526,13.334387,Private room,79.000000,1,10,1,179
19150804,16677569,Jens,Mitte,Brunnenstr. Süd,52.533081,13.405357,Entire home/apt,79.000000,30,8,1,141
20142439,101058080,Sascha & Julia,Mitte,Parkviertel,52.557915,13.341543,Entire home/apt,79.000000,2,11,1,0
20611416,47248832,Paloma,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.522495,13.431000,Entire home/apt,79.000000,2,5,1,0
21066841,151776450,Lucas,Pankow,Prenzlauer Berg Süd,52.534855,13.422482,Entire home/apt,79.000000,3,11,1,69
21259057,151888238,Fadeih,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510880,13.461172,Entire home/apt,79.000000,3,37,3,124
21488654,6327715,Elizabeth,Pankow,Prenzlauer Berg Nordwest,52.548065,13.404740,Entire home/apt,79.000000,7,1,1,159
21587943,9305995,Thomas,Lichtenberg,Neu Lichtenberg,52.509502,13.499397,Entire home/apt,79.000000,28,4,2,0
21879026,159603007,Steffi,Pankow,Helmholtzplatz,52.542625,13.419089,Entire home/apt,79.000000,2,42,1,296
22540735,135265017,Ralf,Tempelhof - Schöneberg,Schöneberg-Süd,52.483131,13.358741,Entire home/apt,79.000000,3,0,1,0
23068495,171245820,Nora,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.512226,13.457010,Private room,79.000000,2,1,1,0
23677956,177318290,Celly,Pankow,Prenzlauer Berg Süd,52.528885,13.431697,Entire home/apt,79.000000,2,51,1,14
23767210,118301434,Felix,Pankow,Prenzlauer Berg Nordwest,52.553612,13.411836,Private room,79.000000,2,4,1,42
24463965,184779561,Anastasia,Mitte,Alexanderplatz,52.533005,13.379175,Entire home/apt,79.000000,2,8,1,0
25561238,192822467,Kay,Mitte,Brunnenstr. Süd,52.532360,13.393908,Entire home/apt,79.000000,4,4,1,0
26033958,31357257,Alicia,Charlottenburg-Wilm.,Halensee,52.497345,13.292682,Entire home/apt,79.000000,5,4,1,314
26970026,59442407,Bernhard,Pankow,Prenzlauer Berg Südwest,52.537476,13.411497,Entire home/apt,79.000000,1,4,19,228
26989065,202037122,Daniela,Mitte,Parkviertel,52.547863,13.350358,Entire home/apt,79.000000,2,7,1,8
27816582,210058923,Marija,Mitte,Alexanderplatz,52.524685,13.386832,Entire home/apt,79.000000,2,8,1,14
28977333,218402751,Christin,Pankow,Weißensee Ost,52.555668,13.467870,Entire home/apt,79.000000,3,0,1,262
29231126,220096500,Mad,Mitte,Alexanderplatz,52.528957,13.405341,Entire home/apt,79.000000,30,0,1,144
29296914,41634057,Nicole,Tempelhof - Schöneberg,Schöneberg-Nord,52.490772,13.361979,Entire home/apt,79.000000,1,2,2,63
29325840,539061,Gabriella,Pankow,Prenzlauer Berg Nordwest,52.548412,13.409862,Entire home/apt,79.000000,7,0,1,22
29336799,15993671,Alicia,Pankow,Prenzlauer Berg Ost,52.521534,13.458441,Private room,79.000000,1,4,1,155
29403939,8912086,René,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.486843,13.327495,Entire home/apt,79.000000,60,0,26,145
29627758,6193675,Ida,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510284,13.449754,Entire home/apt,79.000000,1,1,2,6
38296,164310,Oliver,Neukölln,Schillerpromenade,52.485863,13.423619,Entire home/apt,80.000000,10,6,1,310
86514,464827,Hayley,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.498207,13.441779,Private room,80.000000,2,44,1,365
163411,779213,Jutta,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497379,13.436375,Entire home/apt,80.000000,5,12,1,253
189596,914711,Jon,Mitte,Brunnenstr. Süd,52.530464,13.398893,Entire home/apt,80.000000,4,79,1,0
507671,1471309,Ori,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.494717,13.427073,Entire home/apt,80.000000,2,45,1,293
537442,219690,Henrik,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.494522,13.411941,Entire home/apt,80.000000,3,72,1,30
541288,2659582,Vladyslav,Steglitz - Zehlendorf,Albrechtstr.,52.449913,13.348278,Entire home/apt,80.000000,4,3,3,0
604068,1315569,Greg & Emmy,Mitte,Parkviertel,52.545876,13.348459,Entire home/apt,80.000000,8,9,2,0
665882,3365958,Karoline,Neukölln,Neuköllner Mitte/Zentrum,52.481579,13.429145,Entire home/apt,80.000000,2,5,1,0
703286,3611755,Alexander & Monique,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.507980,13.466292,Entire home/apt,80.000000,3,61,1,14
795924,2480274,Marfisa,Pankow,Helmholtzplatz,52.542030,13.414222,Entire home/apt,80.000000,22,0,2,0
823209,3808482,Gabriele,Mitte,Moabit West,52.529373,13.338964,Entire home/apt,80.000000,2,193,1,275
854315,4461607,Torsten,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.516567,13.462162,Entire home/apt,80.000000,90,40,2,304
1448533,7774275,Martin,Mitte,Wedding Zentrum,52.551571,13.373981,Entire home/apt,80.000000,3,174,1,80
1544094,2403880,Claudia,Pankow,Prenzlauer Berg Ost,52.524055,13.454926,Entire home/apt,80.000000,4,4,2,304
1555527,8275825,Sabina,Pankow,Prenzlauer Berg Nord,52.548611,13.426324,Entire home/apt,80.000000,7,5,1,0
1624008,8635649,Marc,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511196,13.464573,Entire home/apt,80.000000,1,67,1,299
1800247,9235826,Monika,Charlottenburg-Wilm.,Grunewald,52.496326,13.280780,Entire home/apt,80.000000,92,1,2,364
2046400,9884877,Wolf,Mitte,Alexanderplatz,52.508705,13.423544,Entire home/apt,80.000000,7,2,1,0
2146646,10958182,Titus,Reinickendorf,West 4,52.567448,13.314087,Entire home/apt,80.000000,14,0,1,0
2202083,10698763,Helene,Mitte,Brunnenstr. Süd,52.531696,13.398067,Private room,80.000000,2,3,1,0
2296098,7953979,Lisa,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.490257,13.416430,Entire home/apt,80.000000,1,1,1,0
2321725,3390891,Erman,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.494473,13.382317,Entire home/apt,80.000000,5,6,1,0
2363643,1581872,Raus,Pankow,Prenzlauer Berg Südwest,52.538925,13.409462,Private room,80.000000,5,78,1,31
2443247,5109166,Klaus,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.506474,13.465121,Entire home/apt,80.000000,10,4,1,0
3067072,15602434,Finn,Mitte,Tiergarten Süd,52.502552,13.360445,Entire home/apt,80.000000,60,4,2,348
3163841,3423602,Philipp,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509308,13.458200,Entire home/apt,80.000000,3,11,1,0
3543314,17837116,Muriel,Pankow,Pankow Zentrum,52.566437,13.398360,Entire home/apt,80.000000,1,3,2,0
3627070,8677280,Susanna,Neukölln,Reuterstraße,52.493858,13.425654,Entire home/apt,80.000000,2,12,1,0
3700984,12982062,Ekaterina,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.505638,13.327360,Entire home/apt,80.000000,2,101,1,0
3771324,16008109,Franziska,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.492237,13.417344,Entire home/apt,80.000000,3,10,1,0
3830494,19717546,Nico,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.508575,13.467625,Private room,80.000000,3,11,1,85
4180313,4579160,Lilija,Pankow,Prenzlauer Berg Südwest,52.538811,13.409259,Entire home/apt,80.000000,3,4,1,0
4376944,11502578,Andrea,Mitte,Brunnenstr. Süd,52.529659,13.390076,Entire home/apt,80.000000,1,215,4,227
4468728,23185095,Roman,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.503548,13.417343,Private room,80.000000,1,1,1,0
4487295,23281364,Johannes,Charlottenburg-Wilm.,Kurfürstendamm,52.500687,13.333882,Private room,80.000000,1,0,1,0
4534251,10380577,Ksenia,Pankow,Buchholz,52.606110,13.417086,Entire home/apt,80.000000,1,4,1,0
4535676,23518564,David,Tempelhof - Schöneberg,Schöneberg-Nord,52.495708,13.362126,Entire home/apt,80.000000,7,1,1,0
4578940,13018042,Vanessa,Neukölln,Neuköllner Mitte/Zentrum,52.473461,13.429959,Entire home/apt,80.000000,7,1,1,0
4674406,3279823,Ayelén,Lichtenberg,Neu Lichtenberg,52.508171,13.498947,Entire home/apt,80.000000,3,1,1,0
4930385,25398236,James,Neukölln,Reuterstraße,52.485374,13.429021,Entire home/apt,80.000000,4,2,1,0
5307582,10910242,Jasmin,Mitte,Brunnenstr. Süd,52.537479,13.377468,Entire home/apt,80.000000,10,9,1,364
5316425,27539735,Anna,Pankow,Prenzlauer Berg Südwest,52.533295,13.419625,Entire home/apt,80.000000,1,2,1,0
5330513,10188428,Valentina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.519951,13.461595,Entire home/apt,80.000000,4,57,2,26
6164920,11138798,Ann-Katrin,Tempelhof - Schöneberg,Friedenau,52.474457,13.320905,Entire home/apt,80.000000,5,5,1,0
6310519,32827668,Michael,Tempelhof - Schöneberg,Schöneberg-Nord,52.494476,13.355656,Entire home/apt,80.000000,1,0,1,0
6456411,33716387,Olaf,Pankow,Pankow Süd,52.555378,13.418512,Entire home/apt,80.000000,5,6,1,0
